id,rated,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,opening_name,Number of moves in the opening phase
0cWN406h,True,35,resign,white,10+0,sussanita,2215,dumbluck,1966,Scotch Game: Classical Variation,8
XBFWTjXc,True,75,mate,white,10+0,sussanita,2203,dumbluck,1997,Scotch Game: Classical Variation,8
OxAnNlyf,True,147,draw,draw,15+10,lurtrester,1986,dumbluck,2001,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
JIK0gMs3,True,84,resign,black,10+5,joseisidro,2047,dumbluck,1855,Queen's Pawn Game #2,3
vHslXAkU,True,62,mate,black,5+7,dodo-152,1702,dumbluck,1748,Nimzowitsch Defense,2
5ajFuLhq,True,87,resign,black,12+0,malatestabr,1625,dumbluck,1500,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
IsrvOLZO,True,30,resign,black,15+5,claner,1644,physicist1993,1810,Sicilian Defense: Closed Variation |  Traditional,4
NTjCagBR,True,127,mate,white,10+0,alishameli1380,1725,erdugliano71,1984,Sicilian Defense: Paulsen Variation |  Bastrikov Variation,10
0szxiSdT,True,36,mate,black,10+0,s_hari,1143,erdugliano71,1984,Sicilian Defense,2
rjbdkm9Y,True,49,resign,white,10+0,erdugliano71,1983,vkmansftw,1281,Queen's Pawn Game: Mason Attack,3
felFqnzl,True,28,resign,black,10+0,totallooser,1840,erdugliano71,1975,Sicilian Defense: Delayed Alapin Variation,5
p7GC1zEA,True,64,resign,white,10+0,turkishcoffee,2091,erdugliano71,1985,Sicilian Defense: Closed,4
RL7HEfVX,True,138,resign,black,10+0,graho,1891,erdugliano71,1974,Sicilian Defense: French Variation,4
ijwWWCbq,True,111,resign,white,10+0,heartless_mf,1827,erdugliano71,1994,English Opening: Anglo-Indian Defense |  Scandinavian Defense,4
tlMJj6K7,True,64,mate,black,10+0,erdugliano71,2003,kurshev,2121,Indian Game,2
PQcIOgIT,True,70,resign,white,10+0,erdugliano71,2002,edik1ng,1499,Slav Defense,4
c399HvA0,True,51,resign,white,10+0,erdugliano71,1986,st2orm,2028,Queen's Pawn Game: Mason Attack,3
BMh2IFcN,True,132,mate,black,10+0,koskor,1769,erdugliano71,1980,Sicilian Defense,2
7uN9fAX2,True,93,draw,draw,10+0,miladahmadiasl,2050,erdugliano71,1973,Slav Defense: Quiet Variation |  Pin Defense,8
loywlU9T,True,91,draw,draw,10+0,celkil01,1904,erdugliano71,1976,Sicilian Defense: Paulsen Variation |  Bastrikov Variation,10
VKToQUtg,True,58,resign,black,10+0,rhama_25,1659,erdugliano71,1971,Sicilian Defense: Staunton-Cochrane Variation,3
n4o1FqOr,True,39,mate,white,10+0,erdugliano71,1965,mmaric,1741,Queen's Pawn Game: Mason Attack,3
QsPOyRNm,True,57,resign,white,10+0,erdugliano71,1962,galbert,1559,Queen's Pawn Game: Mason Attack,3
tNp7wmDA,True,68,mate,black,10+0,heartless_mf,1839,erdugliano71,1952,King's Indian Attack,4
WoZqU6Ur,True,67,resign,black,10+0,bodc,1702,erdugliano71,1946,Queen's Pawn Game: Mason Attack,3
KAYHgLSs,True,146,outoftime,black,10+0,radiomaryjak,1974,erdugliano71,1929,Sicilian Defense: Paulsen Variation,8
ECQZchLt,True,61,resign,white,10+0,erdugliano71,1919,selami011235,1798,Dutch Defense,2
LZ5Lq6UE,True,132,resign,black,10+0,dragon_flare,1880,erdugliano71,1904,Sicilian Defense: Paulsen Variation |  Bastrikov Variation,11
NeUH1fsr,True,52,resign,black,5+10,timothyc,1481,zharptytsia,1659,English Opening: Anglo-Indian Defense |  Hedgehog System,4
NFs4kper,True,91,resign,white,5+10,zharptytsia,1650,timothyc,1488,Sicilian Defense,3
lU8jOx0M,True,29,outoftime,white,15+15,zharptytsia,1634,neil_the_seal,1611,Sicilian Defense: Najdorf Variation,10
khDjOwgp,True,22,resign,white,30+0,arjeh,1477,monia7887,1088,Nimzowitsch Defense,2
LgTkIBgg,True,69,mate,white,4+20,clinton,1550,monia7887,1105,Englund Gambit,2
tr8TdGtn,False,33,resign,white,5+8,cvl,1653,monia7887,1105,King's Pawn Game: Busch-Gass Gambit,4
I2NjXJTW,True,110,resign,black,8+0,monia7887,1128,dginni,1514,King's Pawn Game: Napoleon Attack,3
aWiMYgm2,True,25,resign,white,7+2,rogerio_master,1347,monia7887,1213,King's Pawn Game: Wayward Queen Attack,3
k6lvp2L5,True,44,resign,white,8+8,ehsan_master,1322,monia7887,1500,Reti Opening #2,2
yg3YRYbI,True,51,resign,white,15+15,chessreaperz,1814,artmd,1805,Queen's Pawn Game: Chigorin Variation,4
OVDosFlI,True,41,resign,white,10+0,asafyan,1904,craciun05,1887,Queen's Gambit Declined: Queen's Knight Variation,5
03q0xjq7,True,99,resign,white,10+0,craciun05,1872,davidnemati,2021,Queen's Pawn Game: Stonewall Attack,5
lJgIJQNO,True,164,resign,black,10+0,tomaszzloty,1817,craciun05,1863,Semi-Slav Defense: Marshall Gambit |  Main Line,11
dvzOHjiU,True,40,resign,black,10+0,craciun05,1873,fagnermartins,1887,Modern Defense,2
efdpfM8y,True,21,resign,white,10+0,shatrandjbaz,1951,craciun05,1882,Scotch Game: Scotch Gambit |  London Defense,8
4s4fA97l,True,45,resign,white,5+12,demonique,2062,craciun05,1888,Queen's Pawn Game: Chigorin Variation,3
Xgif5dJN,True,115,resign,white,10+0,craciun05,1875,oleza,1975,Indian Game,2
87RNbuia,True,34,resign,white,10+0,zenonrock,2109,craciun05,1879,Italian Game: Classical Variation |  Giuoco Pianissimo,9
q13PSZxY,True,20,resign,black,10+0,craciun05,1893,kuparacdu,1813,Queen's Pawn Game: Stonewall Attack,5
xWBvFpBN,True,53,resign,white,10+0,ceyelan,1902,craciun05,1904,Giuoco Piano,6
YaQWFwbu,True,61,resign,white,10+0,balikoevsd,1857,craciun05,1916,Ruy Lopez: Marshall Attack |  Modern Main Line,28
AbmeSgDu,True,79,resign,white,10+0,craciun05,1905,cemalsertdemir,1902,Queen's Pawn,2
yyOI0nz4,True,19,resign,white,10+0,varun_aravind,2161,craciun05,1910,Queen's Gambit Declined,4
GN994wIK,True,83,mate,white,10+0,craciun05,1905,omoueza,1690,Queen's Pawn Game: Stonewall Attack,5
nbrEnrsW,True,91,mate,white,10+0,craciun05,1891,jamesn04,2006,Queen's Pawn Game: Stonewall Attack,5
k9LdCu97,True,134,mate,black,10+0,euggeo,1900,craciun05,1880,King's Gambit Declined |  Classical Variation,4
ByUPx5w6,True,85,draw,draw,10+0,craciun05,1878,cristianomagalhaes,1927,Indian Game,2
KFRmTDy4,False,53,resign,white,10+5,lbringer,1738,sllolge,1500,Queen's Pawn Game: Mason Attack,3
SJBDnHB4,False,46,resign,black,15+2,sukahuj,1488,lbringer,1738,Italian Game: Giuoco Pianissimo |  Normal,8
MaTlgS4N,False,72,resign,black,5+8,lbringer,1738,woundedkneew,1500,Queen's Pawn Game: Mason Attack,3
TrLjeZg8,True,63,draw,draw,45+45,sammy_jankis,1726,lbringer,1738,King's Indian Defense: Exchange Variation,13
k7KxcrOQ,False,60,outoftime,black,5+8,hsun2900,1500,lbringer,1738,Sicilian Defense: Najdorf Variation |  Opocensky Variation,11
BNP0Fn8G,True,31,resign,white,45+45,lbringer,1726,dmathman,1688,Indian Game: London System,5
nGxiQZIt,True,62,mate,black,45+45,johnjpershing,1646,lbringer,1715,Sicilian Defense: Najdorf Variation |  English Attack,11
u7EI8mxC,False,59,mate,white,10+0,xiomic,1500,lbringer,1715,Sicilian Defense: Najdorf Variation,11
CGG3wtXt,False,48,mate,black,30+0,amaljohn090,1500,lbringer,1715,Sicilian Defense,4
UrPPfP9I,False,76,resign,black,15+15,lbringer,1715,mibbis2,1652,Queen's Pawn Game: Mason Attack,3
fdBTq8Br,False,49,mate,white,15+15,lbringer,1715,corinna,1115,Queen's Pawn,2
WXJcC8hV,True,115,draw,draw,45+45,lbringer,1712,kryyc,1779,Indian Game,2
tii4gkTK,False,58,resign,black,5+8,lbringer,1712,jrbotafoguense,1500,Queen's Pawn Game: Mason Attack,3
8uI9fk5x,False,15,resign,white,10+0,lbringer,1712,nubinhofera,1087,Queen's Pawn Game: Mason Attack,3
YsUL60R2,False,50,mate,black,5+8,jacob1189,1500,lbringer,1712,Sicilian Defense: Najdorf Variation,10
Uz0bN0SG,False,57,mate,white,10+0,sin69,1430,lbringer,1712,Van't Kruijs Opening,1
PtX6fZqe,True,74,resign,black,45+45,wolf21,1650,lbringer,1699,Sicilian Defense: Old Sicilian,4
o76AcBhg,True,69,outoftime,white,10+0,samadi38,1500,lbringer,1713,Sicilian Defense: Delayed Alapin,5
1DzPZnsa,True,68,mate,black,60+0,dobrynya_t,1410,lbringer,1709,Sicilian Defense: Alapin Variation,3
MX4xrsDn,False,23,resign,white,10+2,lbringer,1709,limber_up,1500,Queen's Pawn Game: Mason Attack,3
aoK4f9Z5,True,55,resign,white,45+45,lbringer,1692,miikka1,1741,Queen's Pawn Game: Mason Attack,3
241PwGm5,False,57,mate,white,60+0,lbringer,1692,jauzion,1500,Queen's Pawn Game: Mason Attack,3
ykRFZh7w,True,88,mate,black,10+15,shadman99,1361,lbringer,1688,Sicilian Defense,2
MZipFR04,True,81,resign,white,15+10,lbringer,1683,benjaminali,1366,Queen's Pawn Game: Mason Attack,3
cdmvLY8s,True,25,resign,white,15+0,lbringer,1667,sobral,1480,Horwitz Defense,2
TcLFlIvg,False,61,mate,white,20+0,lbringer,1663,florinmaestru,1500,Queen's Pawn Game: Steinitz Countergambit,4
axBjREIG,False,74,outoftime,black,7+7,lbringer,1663,shiva77077,1487,Horwitz Defense,2
CCKsOjVb,False,68,mate,black,7+7,shiva77077,1487,lbringer,1663,Sicilian Defense,2
JXJFJCtG,False,26,resign,black,180+0,fil88,926,lbringer,1663,Sicilian Defense: Bowdler Attack,3
K3eN2D6d,False,25,resign,black,15+15,hansdampf,1852,lbringer,1663,Modern Defense,2
If71oYZv,False,60,resign,white,15+10,lbringer,1663,king20202002,1223,Old Benoni Defense,4
3RT1kKyr,False,48,mate,black,35+1,hamza019,1500,lbringer,1663,Sicilian Defense: Bowdler Attack,3
RlmrLmmo,True,25,resign,white,10+10,lbringer,1653,sakvo,1535,Queen's Gambit Accepted: Old Variation,5
FVQiNkts,False,94,outoftime,black,10+0,lbringer,1653,ouichou97,1500,Giuoco Piano,6
G9l6osF0,False,58,resign,black,15+0,lbringer,1653,danspielt,1500,Italian Game: Hungarian Defense,6
4z7N0RT4,False,73,mate,white,10+11,lbringer,1653,philipc2508,1403,Philidor Defense #3,5
zAdMiqwc,False,11,resign,black,10+11,philipc2508,1403,lbringer,1653,Sicilian Defense: Bowdler Attack,3
RK7sT99K,False,22,outoftime,black,15+5,luigisola57ls,1500,lbringer,1653,Sicilian Defense,4
1cdZ4Ph7,True,49,resign,white,8+45,lbringer,1645,raltun,1436,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
7YctYXVo,True,114,mate,black,20+0,jacob1991,1370,lbringer,1639,Yusupov-Rubinstein System,5
MyNHMrQi,True,46,outoftime,black,10+0,lbringer,1659,acidrain89,1592,Sicilian Defense,2
G4W2iQmz,False,22,mate,black,25+5,peterpet,1211,lbringer,1659,Bird Opening: Dutch Variation,2
8asCyucM,True,201,draw,draw,30+15,lbringer,1665,ardacankurt,1526,Semi-Slav Defense: Accelerated Move Order,6
mLY9CCtH,True,65,resign,white,10+0,vertis9016,1822,samoo1477,1767,French Defense: Advance Variation |  Milner-Barry Gambit,11
dGvzzC9L,True,67,resign,white,10+0,samoo1477,1754,vertis9016,1835,French Defense: Tarrasch Variation,5
9yk05cEY,True,51,resign,white,10+0,samoo1477,1732,nadir123,1784,Sicilian Defense: Old Sicilian,4
qydklv3v,True,135,resign,white,10+0,zombie1451,1875,samoo1477,1739,French Defense: Advance Variation #2,7
LXLF9p3n,True,63,mate,white,10+0,samoo1477,1731,noahmelto,1653,Ruy Lopez: Classical Variation |  Zukertort Gambit,9
mTA0NNsB,True,69,resign,white,10+0,samoo1477,1721,earr,1697,Ruy Lopez: Classical Variation |  Central Variation,7
RL6qSCcq,True,121,outoftime,white,10+0,leonart,1696,samoo1477,1733,French Defense: Advance Variation #4,6
jluZ5Omm,True,65,mate,white,10+0,samoo1477,1722,aboabdo,1727,Scandinavian Defense: Mieses-Kotroc Variation,4
XBUWO5rG,True,129,outoftime,white,10+0,namreh21,1779,samoo1477,1731,English Opening: Mikenas-Carls Variation #2,5
8aiEYF43,True,85,resign,white,10+0,oskarbuppha,1766,samoo1477,1741,French Defense: Knight Variation,3
h0rjBqbg,True,56,mate,black,10+0,samoo1477,1751,safadao23,1745,Philidor Defense,5
uL6Nxgn0,True,123,resign,white,10+0,vokizre_n,1793,samoo1477,1761,Queen's Gambit Declined,4
6sYiG1AZ,True,49,resign,white,10+0,tramurr,1737,samoo1477,1772,French Defense: Knight Variation,3
wvMSm5qB,True,55,mate,white,10+0,samoo1477,1762,tramurr,1747,Ruy Lopez: Steinitz Defense,6
vCnvkZer,True,62,mate,black,10+0,clevesandcheese69,1664,samoo1477,1754,French Defense: Knight Variation,3
V3VBRNC1,True,95,resign,white,10+0,samoo1477,1748,spirogrigri,1614,Philidor Defense #3,5
Wk9r2bSX,True,160,mate,black,10+0,mazorra,1651,samoo1477,1740,French Defense #2,2
nIs1qsSn,True,96,resign,black,10+0,samoo1477,1748,rmorphy,1813,Alekhine Defense,6
p61Ii6wV,True,85,resign,white,10+0,samoo1477,1737,loser69,1752,Sicilian Defense: Alapin Variation |  Barmen Defense,6
yWa3nxQw,True,90,mate,black,10+0,arketip,1802,samoo1477,1725,Horwitz Defense,2
GAW59vme,True,33,resign,black,10+0,obladaetchess,1684,samoo1477,1715,French Defense: Advance Variation |  Nimzowitsch System,7
GPvhi4MM,True,107,mate,white,10+0,magnifico_e,1709,samoo1477,1726,French Defense: Steinitz Attack,3
CQzxlZp5,True,60,resign,black,10+0,samoo1477,1731,beks3335,1958,Ruy Lopez: Steinitz Defense,6
jaC1mFkm,True,65,resign,white,10+0,samoo1477,1721,necko1985,1695,Philidor Defense,5
RNCvtp7r,True,59,resign,white,10+0,guran72,1611,samoo1477,1735,French Defense: Advance Variation |  Paulsen Attack,9
m95wevwv,True,69,mate,white,10+0,samoo1477,1724,pine124,1735,Scandinavian Defense: Mieses-Kotroc Variation,4
TUwmJs5p,True,101,mate,white,10+0,oamora,1671,samoo1477,1737,French Defense: Knight Variation,3
9yZftlCd,True,85,outoftime,white,10+0,samoo1477,1727,oamora,1680,French Defense: Tarrasch Variation,5
hBTQ5LAR,True,47,resign,black,10+0,oamora,1705,samoo1477,1718,Horwitz Defense,2
jwABBSTV,True,73,outoftime,white,10+0,samoo1477,1708,michaelvation,1696,Owen Defense,2
QrF3BDIa,True,59,mate,white,10+0,felipegasparotto,1740,samoo1477,1709,Bogo-Indian Defense: Exchange Variation,8
nikr5uzL,True,68,mate,black,8+0,samoo1477,1719,mariaa,1737,Ruy Lopez,5
BTqWnWRo,True,96,mate,black,8+0,hennihop,1833,samoo1477,1705,Queen's Indian Defense,4
hQKvnrLl,True,123,resign,white,10+0,mohamad_daneshgar,1751,samoo1477,1715,French Defense: Exchange Variation,5
9aeHEb3A,True,113,outoftime,white,10+0,samoo1477,1698,lazaropa,1925,Caro-Kann Defense: Advance Variation,5
5DIqQBnL,True,44,mate,black,10+0,samoo1477,1709,ruibarbo_7,1706,Russian Game: Three Knights Game,5
AEeLgUZA,True,155,mate,white,10+0,luishb,1600,samoo1477,1723,French Defense: Knight Variation,3
0QD9C9Av,True,74,outoftime,black,10+0,motacarlos,1739,samoo1477,1712,French Defense: Classical Variation,12
O8d4BKPg,True,103,resign,white,10+0,samoo1477,1705,konstantinos95,1564,Sicilian Defense: Alapin Variation |  Barmen Defense,6
d6Drrejd,True,128,outoftime,draw,10+0,bijay,1744,samoo1477,1704,Sicilian Defense,2
KKYCfsLC,True,70,mate,black,10+0,samoo1477,1715,lsd038,1685,Sicilian Defense: Alapin Variation,3
h3JwL5jE,True,74,resign,black,10+0,mazorra,1637,samoo1477,1707,French Defense #2,2
Zq4NHjPT,True,79,mate,white,8+0,samoo1477,1701,sgbarrys,1500,French Defense: Tarrasch Variation |  Morozevich Variation,6
kV33ACE5,True,81,mate,white,8+0,escape3030,1643,samoo1477,1714,French Defense: Advance Variation |  Nimzowitsch System,7
PtAnQoyT,True,91,draw,draw,10+0,amaks,1706,samoo1477,1714,French Defense: Advance Variation |  Nimzowitsch System,7
gvOqXp6U,True,121,outoftime,white,10+0,samoo1477,1707,uc_pcf,1585,King's Pawn Game: McConnell Defense,4
W7gNeP1G,True,180,outoftime,draw,8+0,samoo1477,1705,alessandroramos,1783,Russian Game: Three Knights Game,5
3Hvfbc0M,True,61,mate,white,10+0,samoo1477,1694,insanityrains,1695,Caro-Kann Defense,3
BbSWCxIt,True,82,resign,white,10+8,brujito,2040,chesspopper88,2020,Nimzo-Indian Defense: Normal Variation |  Gligoric System,12
tFAPtTO8,True,92,resign,black,12+15,mswest46,2017,chesspopper88,2008,King's Indian |  Fianchetto |  Classical Variation |  8.e4,15
avelaq89,True,43,mate,white,12+5,nicotoneatto,1846,chesspopper88,2025,Sicilian Defense: Closed,6
ygB7FjSs,True,25,resign,white,14+14,chesspopper88,2014,xhedge,1999,Queen's Gambit Declined: 4.Bg5 Be7,8
H7gg4STq,True,68,mate,black,10+0,wilce,1879,chesspopper88,2007,King's Pawn Game: Tayler Opening,5
UySXY4jA,True,34,resign,black,12+5,chesspopper88,2012,martineden11,2216,Sicilian Defense: Accelerated Dragon |  Modern Bc4 Variation,13
pC3DfZBm,True,41,resign,white,12+5,martineden11,2208,chesspopper88,2018,Scotch Game: Scotch Gambit |  Advance Variation,9
vJWEsA4S,True,26,resign,black,12+5,chesspopper88,2024,martineden11,2200,Sicilian Defense: Accelerated Dragon |  Modern Bc4 Variation,13
uWLvcuxn,True,51,resign,white,15+0,chesspopper88,2019,eomanx5,1778,English Opening: King's English Variation |  Reversed Sicilian,3
HHSf3mzZ,True,118,resign,black,20+0,blunderkoning,2055,chesspopper88,2007,Nimzo-Indian Defense: Ragozin Variation,8
3SCuBinP,True,65,resign,white,10+0,chesspopper88,1997,olivermagno,1956,Sicilian Defense: Najdorf Variation,11
fIgszdZ1,True,83,outoftime,white,10+0,medhadhoud,1840,chesspopper88,2013,Nimzo-Indian Defense: Ragozin Variation,8
xEA1801v,True,45,resign,white,10+0,chesspopper88,2008,nespil,1795,Italian Game: Classical Variation |  Greco Gambit |  Traditional Line,11
UAuodnYK,True,30,resign,black,10+0,chesspopper88,2018,minhyun,2053,Italian Game: Classical Variation |  Greco Gambit |  Traditional Line,11
H08VGa4m,True,58,draw,draw,15+10,danielcarax28,1971,chesspopper88,2019,Queen's Indian Defense: Classical Variation |  Polugaevsky Gambit,15
h0uphqs2,True,31,resign,white,8+0,chesspopper88,2006,keresch,2078,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Modern Line,17
tkphzxWZ,True,129,mate,white,10+0,chesspopper88,1999,aliila2000,1863,Italian Game: Anti-Fried Liver Defense,6
9GBxaeby,True,36,outoftime,black,10+0,amgoun,1967,chesspopper88,1989,Nimzo-Indian Defense: Classical |  Noa Variation |  5.cxd5 exd5,10
yMvAFKkP,True,41,resign,black,10+0,grogrogo,1773,chesspopper88,1984,Nimzo-Indian Defense: Ragozin Variation,8
Myygzudq,True,32,resign,white,10+0,chesspopper88,1979,grogrogo,1778,French Defense: Paulsen Variation,5
PcsDFJAL,False,28,resign,black,10+30,chesspopper88,1972,chessninja48,2447,Queen's Gambit Declined: Tartakower Variation |  Exchange Variation,16
NiDuiCut,True,64,mate,black,15+0,capablanca93,1840,chesspopper88,1972,Sicilian Defense: Alapin Variation |  Barmen Defense,6
LR0b7TSy,True,144,draw,draw,10+5,gladiatorwess,1792,chesspopper88,1977,Nimzo-Indian Defense: Saemisch Variation,10
IyaHsNh3,True,108,outoftime,black,10+0,chesspopper88,1990,jorgedelfuego,1913,Sicilian Defense: Open #3,7
9vNnlHMN,True,34,resign,black,10+0,chesspopper88,2001,warumer,2006,Russian Game: Classical Attack |  Chigorin Variation,15
f5qrxixx,True,38,resign,black,10+0,warumer,2019,chesspopper88,1989,King's Gambit Declined |  Classical Variation,4
APEvwy9z,True,131,resign,white,6+10,chesspopper88,1981,chessdaddy53,1865,Queen's Gambit Declined: Modern Variation |  Normal Line,11
ualgshKC,True,58,resign,black,15+5,zaychik13,1878,chesspopper88,1973,Ruy Lopez: Noah's Ark Trap,20
aKTA0hwo,True,24,resign,black,10+0,chesspopper88,1987,arthana,1883,Sicilian Defense: Kan Variation |  Wing Attack,10
N88IVgB5,True,63,resign,white,10+0,chesspopper88,1977,discalie,1948,Slav Defense: Three Knights Variation,7
4LsAPNh1,True,45,resign,black,15+15,mrjv,1617,binboy,1437,French Defense: Normal Variation,3
orAOYWnJ,True,32,resign,black,15+15,last77,1471,mrjv,1610,French Defense: Advance Variation |  Nimzowitsch System,7
gXK56yBe,True,41,resign,white,15+15,mrjv,1599,arvin89,1606,Scotch Game,5
Oif0VwOW,True,37,resign,white,15+15,mrjv,1588,blackkkk888,1612,French Defense: Advance Variation |  Paulsen Attack,9
fLKdfWoW,True,23,resign,white,15+15,bombburperz,1520,mrjv,1601,French Defense: Schlechter Variation,5
miX6bsxN,True,20,resign,black,15+15,mrjv,1610,damakhlouf,1635,Sicilian Defense #2,6
BMKBrt0i,True,84,resign,black,15+15,italiano_medio,1548,mrjv,1601,Nimzo-Indian Defense,6
Hve0K90k,True,21,resign,white,15+15,cohiba_313,1527,mrjv,1614,French Defense: Knight Variation,3
1iyucBgT,True,21,resign,black,15+15,mrjv,1623,tireddoc,1684,Scandinavian Defense: Mieses-Kotroc Variation,4
96naRgmH,True,79,resign,white,15+15,ilija2005,1524,mrjv,1637,French Defense: Knight Variation,3
dyfCDPfE,True,71,mate,white,15+15,mrjv,1626,anselmi,1624,Sicilian Defense: Drazic Variation,6
sWbQjLC5,True,53,resign,white,15+15,mrjv,1618,mohit_comes2rock,1525,Scandinavian Defense: Mieses-Kotroc Variation,4
viYCzdi0,True,72,resign,black,15+15,ragim05,1703,mrjv,1604,French Defense: Knight Variation,3
jM97zCq3,True,55,resign,white,15+15,kayeye,1494,mrjv,1619,French Defense: Wing Gambit,7
qM60nmmC,True,32,resign,black,15+15,mrjv,1630,boldnbald,1629,Sicilian Defense: Loewenthal Variation,8
bowcT3pU,True,61,resign,white,15+15,razorblades,1594,mrjv,1642,French Defense: Steinitz Attack,3
jxEJeqw4,True,56,resign,black,15+15,thebeat42,1460,mrjv,1636,French Defense: Advance Variation |  Nimzowitsch System,7
vcbkGc8Y,True,87,mate,white,15+15,mrjv,1627,cempol,1573,Philidor Defense: Exchange Variation,8
vsZOrrXx,True,55,outoftime,white,15+15,mrjv,1615,zabelin,1662,French Defense: Normal Variation,3
EQwkA7Za,True,39,mate,white,15+15,nezhmeth,1636,mrjv,1625,French Defense: Tarrasch Variation,5
Be2m2x3C,True,72,mate,black,15+15,h_kand,1610,mrjv,1614,French Defense: Horwitz Attack,3
fccfMWwc,True,25,mate,white,15+15,mrjv,1602,h_kand,1621,Scotch Game,5
kR2d0NYQ,True,128,draw,draw,15+15,rasputinovitch,1624,mrjv,1602,Indian Game: Anti-Nimzo-Indian,5
hb0pD9NT,True,19,resign,white,15+15,mrjv,1591,ahmet2004,1575,Caro-Kann Defense: Advance Variation |  Short Variation,7
bxx1K5uM,True,57,resign,white,15+15,mrjv,1572,antanassep,1869,Scotch Gambit,11
874a9mmN,True,28,resign,black,15+15,jrock98,1561,mrjv,1557,French Defense: Knight Variation,3
v0Pj2Kpj,True,60,mate,black,30+30,aplause,1751,mrjv,1539,Nimzo-Indian Defense: Normal Variation |  Bishop Attack |  Classical Defense,10
hquY3jBX,True,69,mate,white,15+15,mrjv,1530,karlonsky,1444,Scotch Game,5
CMAafD2x,True,136,resign,white,30+30,chennis,1922,mrjv,1533,French Defense: Tarrasch Variation,5
gdEB9wAt,True,48,mate,black,15+15,pazzy12,1468,mrjv,1524,French Defense: Advance Variation #4,6
gwUPQO5j,True,30,resign,black,15+15,s1gok,1524,mrjv,1513,English Opening: King's English Variation |  Two Knights Variation |  Reversed Dragon,6
9A1dfrVB,True,57,resign,white,30+30,mrjv,1511,kylecuver1,997,Sicilian Defense: Open,5
UKLY1QIR,True,26,draw,draw,15+15,mrjv,1511,rigat,1528,Scotch Game,5
fuoMf45h,True,69,resign,white,15+15,mrjv,1499,johelconh,1519,Sicilian Defense: Najdorf Variation,11
oDsPiNMN,True,71,draw,draw,15+15,janh01,1474,mrjv,1500,Nimzo-Indian Defense: Ragozin Variation,8
82eQJjMY,True,114,mate,black,15+15,nihad88,1500,mrjv,1492,French Defense: Exchange Variation,5
t5a4SqWn,True,9,resign,white,15+15,mrjv,1482,garik73,1455,Russian Game: Damiano Variation,6
bnNp1Kvr,True,54,resign,black,15+15,shviktor,1310,mrjv,1476,French Defense: Advance Variation |  Nimzowitsch System,7
wWqLuzp7,True,23,resign,white,15+15,mrjv,1466,deuced,1433,Sicilian Defense: Open,5
VI2cow8L,True,23,resign,white,15+15,ciji,1506,mrjv,1476,Queen's Gambit Declined: Harrwitz Attack,7
CTI90Nr9,True,21,resign,white,15+15,knobknobdunk,1514,mrjv,1486,Slav Defense: Schlechter Variation,8
PQieTr1j,True,40,resign,black,15+15,mrjv,1495,ezi9500,1562,Scotch Game: Scotch Gambit,7
agBM6XIu,True,50,mate,black,15+15,defendorius,1306,mrjv,1489,Queen's Gambit Declined: Exchange Variation,7
AwjMYSh9,True,57,resign,white,15+15,mrjv,1479,alekhinesdef,1459,Scotch Game,5
Sex35bOq,True,24,resign,black,15+15,mrjv,1490,veekky,1487,Scotch Game,5
SfbROz3i,True,40,resign,white,15+15,ian_ch,1453,mrjv,1503,French Defense: Advance Variation #3,5
vbc1gHum,True,16,resign,black,15+15,mrjv,1516,sallen99,1467,Caro-Kann Defense: Advance Variation |  Van der Wiel Attack,7
RSWn3dym,True,77,resign,white,30+30,kferapont,2131,trexchess,2103,Sicilian Defense: Kalashnikov Variation,10
pDADqjxu,True,68,resign,black,30+30,kferapont,2144,wardsstone,2079,French Defense: Tarrasch Variation |  Closed Variation #2,12
NDwH13XO,True,78,resign,black,30+30,tmaus,2046,kferapont,2136,King's Indian Defense: Averbakh Variation |  Modern Defense,12
Ss4k5BZz,False,41,resign,white,15+10,kferapont,2136,razorboy,2243,Alekhine Defense: Scandinavian Variation,4
Hl3GZo6c,False,109,resign,white,5+5,kferapont,2136,benedictine,1931,Ruy Lopez: Cozio Defense |  Paulsen Variation,8
pbn8kiG5,False,30,mate,black,5+5,benedictine,1931,kferapont,2136,Ponziani Opening,5
ldhTrMwX,False,33,resign,white,5+5,kferapont,2136,benedictine,1931,Ruy Lopez: Cozio Defense |  Paulsen Variation,8
HZTniDNC,False,43,resign,white,5+5,benedictine,1931,kferapont,2136,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
vSuqSvzd,False,72,resign,black,5+5,kferapont,2136,benedictine,1931,Ruy Lopez: Cozio Defense |  Paulsen Variation,8
n0SgVHUU,True,109,resign,white,60+30,kferapont,2123,eintaluj,2214,Ruy Lopez: Cozio Defense,6
OAvWzvjS,True,100,resign,black,15+10,alekc31,2004,kferapont,2115,King's Indian Defense: Six Pawns Attack,8
Prh2FiPz,True,61,resign,white,15+10,kferapont,2108,obi-wan_benoni,1984,French Defense: Tarrasch Variation |  Morozevich Variation,6
0605aXGr,True,88,resign,black,10+0,mohamadi46,1935,kferapont,2102,King's Indian Defense: Six Pawns Attack,8
52TB613t,True,62,resign,black,30+30,kferapont,2109,goodboybishop,2240,Scandinavian Defense: Gubinsky-Melts Defense,6
